📄 AddBos: 255
📄 BosId: 128000 (<｜begin▁of▁sentence｜>)
📄 EosId: 128001 (<｜end▁of▁sentence｜>) 128001 (<｜end▁of▁sentence｜>) 
📄 RegularVocabSize: 128000
📄 SpecialVocabSize: 256
💡 Arch: Llama
💡 HiddenAct: Silu
💡 Dim: 4096
💡 HeadDim: 128
💡 QDim: 4096
💡 KvDim: 1024
💡 HiddenDim: 14336
💡 VocabSize: 128256
💡 nLayers: 32
💡 nHeads: 32
💡 nKvHeads: 8
💡 OrigSeqLen: 131072
💡 SeqLen: 8192
💡 NormEpsilon: 0.000010
💡 RopeType: Llama3.1
💡 RopeTheta: 500000
💡 RopeScaling: f=8.0, l=1.0, h=4.0, o=8192
📀 RequiredMemory: 3588 MB
⭕ Socket[0]: connecting to 192.168.1.77:9998 worker
⭕ Socket[0]: connected
⭕ Socket[1]: connecting to 192.168.1.75:9998 worker
⭕ Socket[1]: connected
⭕ Socket[2]: connecting to 192.168.1.76:9998 worker
⭕ Socket[2]: connected
⭕ Network is initialized
🧠 CPU: neon fp16
💿 Loading weights...
💿 Loaded 12/32
💿 Loaded 13/32
💿 Loaded 14/32
💿 Loaded 15/32
💿 Loaded 16/32
💿 Loaded 17/32
💿 Loaded 18/32
💿 Loaded 19/32
💿 Loaded 20/32
💿 Loaded 21/32
💿 Loaded 22/32
💿 Loaded 23/32
💿 Loaded 24/32
💿 Loaded 25/32
💿 Loaded 26/32
💿 Loaded 27/32
💿 Loaded 28/32
💿 Loaded 29/32
💿 Loaded 30/32
💿 Loaded 31/32
💿 Loaded 32/32
💿 Weights loaded
🚁 Network is in non-blocking mode
Prove rigorously that there are infinitely many prime numbers. Then present and fully explain three distinct proofs (Euclid's, Euler's analytic proof, and a topological proof), comparing their assumptions and elegance.
🔷️ Eval 2968 ms Sync  457 ms | Sent 27648 kB Recv 38136 kB | (32 tokens)
🔶 Pred  102 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Hence
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  there
🔶 Pred  102 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred  103 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  infinitely
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  many
🔶 Pred  103 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  primes
🔶 Pred  103 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  102 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | Wait
🔶 Pred  102 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  102 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  102 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  102 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  from
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Eu
🔶 Pred  121 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | clid
🔶 Pred  207 ms Sync   65 ms | Sent   864 kB Recv  1191 kB | ?
🔶 Pred  103 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  Maybe
🔶 Pred  124 ms Sync   43 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  102 ms Sync   39 ms | Sent   864 kB Recv  1191 kB |  Eu
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | clid
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  102 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  proof
🔶 Pred  102 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  he
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  considers
🔶 Pred  103 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  primes
🔶 Pred  103 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  up
🔶 Pred  103 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  n
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  but
🔶 Pred  103 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  Euler
🔶 Pred  103 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  he
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  considers
🔶 Pred  103 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  primes
🔶 Pred  167 ms Sync   63 ms | Sent   864 kB Recv  1191 kB |  less
🔶 Pred  104 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  than
🔶 Pred  118 ms Sync   43 ms | Sent   864 kB Recv  1191 kB |  or
🔶 Pred  105 ms Sync   26 ms | Sent   864 kB Recv  1191 kB |  equal
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  103 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  n
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  103 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  Hmm
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  perhaps
🔶 Pred  104 ms Sync   32 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  difference
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  102 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  122 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  151 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  way
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  N
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  103 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  constructed
🔶 Pred  102 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Maybe
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  102 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Eu
🔶 Pred  141 ms Sync  100 ms | Sent   864 kB Recv  1191 kB | clid
🔶 Pred  103 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  127 ms Sync   39 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  104 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  n
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  largest
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  prime
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  104 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  while
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Euler
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  n
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  just
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  an
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  upper
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  limit
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  not
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  necessarily
🔶 Pred  142 ms Sync  105 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  104 ms Sync   27 ms | Sent   864 kB Recv  1191 kB |  largest
🔶 Pred  123 ms Sync   35 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  103 ms Sync   34 ms | Sent   864 kB Recv  1191 kB | Wait
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  no
🔶 Pred  150 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  149 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Eu
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | clid
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  n
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  105 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  largest
🔶 Pred  107 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  prime
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  so
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  product
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  130 ms Sync   26 ms | Sent   864 kB Recv  1191 kB |  up
🔶 Pred  135 ms Sync   54 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  104 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  pn
🔶 Pred  119 ms Sync   67 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  102 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  then
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  N
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  pn
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | +
🔶 Pred  104 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | 1
🔶 Pred  103 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  103 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  In
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  Euler
🔶 Pred  104 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  103 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  maybe
🔶 Pred  107 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  n
🔶 Pred  118 ms Sync   26 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  arbitrary
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  so
🔶 Pred  116 ms Sync   27 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  175 ms Sync   87 ms | Sent   864 kB Recv  1191 kB |  can
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  choose
🔶 Pred  127 ms Sync   43 ms | Sent   864 kB Recv  1191 kB |  n
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  as
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  large
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  as
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  want
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred  104 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  then
🔶 Pred  109 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  N
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  n
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | +
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 1
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  showing
🔶 Pred  103 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  there
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  infinitely
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  many
🔶 Pred  161 ms Sync   53 ms | Sent   864 kB Recv  1191 kB |  primes
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  127 ms Sync   28 ms | Sent   864 kB Recv  1191 kB | Wait
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  maybe
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 'm
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  confl
🔶 Pred  106 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | ating
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  106 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  two
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  104 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  Let
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  me
🔶 Pred  123 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  check
🔶 Pred  164 ms Sync   13 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | Actually
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Eu
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | clid
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  proof
🔶 Pred  158 ms Sync   74 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  127 ms Sync   48 ms | Sent   864 kB Recv  1191 kB |  key
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  104 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  N
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  one
🔶 Pred  104 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  more
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  than
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  product
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  primes
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  up
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  certain
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  point
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  which
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  168 ms Sync   67 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  107 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  classic
🔶 Pred  120 ms Sync   39 ms | Sent   864 kB Recv  1191 kB |  example
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  Euler
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  proof
🔶 Pred  166 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  similar
🔶 Pred  105 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  but
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  perhaps
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  more
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  general
🔶 Pred  104 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  considering
🔶 Pred  105 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  107 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  product
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  primes
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  less
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  than
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  or
🔶 Pred  160 ms Sync   73 ms | Sent   864 kB Recv  1191 kB |  equal
🔶 Pred  108 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  125 ms Sync   32 ms | Sent   864 kB Recv  1191 kB |  n
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  then
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  showing
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  107 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  n
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | +
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 1
🔶 Pred  104 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  either
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  prime
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  or
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  107 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  prime
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  factor
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  beyond
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  n
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | So
🔶 Pred  177 ms Sync   56 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  141 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  both
🔶 Pred  123 ms Sync   44 ms | Sent   864 kB Recv  1191 kB |  proofs
🔶 Pred  107 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  assume
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  107 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  there
🔶 Pred  105 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  only
🔶 Pred  107 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  fin
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | it
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ely
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  many
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  primes
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  up
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  107 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  certain
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  point
🔶 Pred  107 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  then
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  construct
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  N
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  145 ms Sync   86 ms | Sent   864 kB Recv  1191 kB |  show
🔶 Pred  107 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  118 ms Sync   48 ms | Sent   864 kB Recv  1191 kB |  there
🔶 Pred  107 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  must
🔶 Pred  106 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  be
🔶 Pred  137 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  107 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  prime
🔶 Pred  106 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  beyond
🔶 Pred  108 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  point
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | Now
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  175 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  top
🔶 Pred  179 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | ological
🔶 Pred  108 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  proof
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 'm
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  145 ms Sync   60 ms | Sent   864 kB Recv  1191 kB |  bit
🔶 Pred  126 ms Sync   38 ms | Sent   864 kB Recv  1191 kB |  fuzzy
🔶 Pred  130 ms Sync   94 ms | Sent   864 kB Recv  1191 kB |  on
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  this
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  106 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  think
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  it
🔶 Pred  107 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  105 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  more
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  advanced
🔶 Pred  107 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  approach
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  maybe
🔶 Pred  107 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  using
🔶 Pred  109 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  106 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  concept
