📄 AddBos: 255
📄 BosId: 128000 (<｜begin▁of▁sentence｜>)
📄 EosId: 128001 (<｜end▁of▁sentence｜>) 128001 (<｜end▁of▁sentence｜>) 
📄 RegularVocabSize: 128000
📄 SpecialVocabSize: 256
💡 Arch: Llama
💡 HiddenAct: Silu
💡 Dim: 4096
💡 HeadDim: 128
💡 QDim: 4096
💡 KvDim: 1024
💡 HiddenDim: 14336
💡 VocabSize: 128256
💡 nLayers: 32
💡 nHeads: 32
💡 nKvHeads: 8
💡 OrigSeqLen: 131072
💡 SeqLen: 4096
💡 NormEpsilon: 0.000010
💡 RopeType: Llama3.1
💡 RopeTheta: 500000
💡 RopeScaling: f=8.0, l=1.0, h=4.0, o=8192
📀 RequiredMemory: 3312 MB
⭕ Socket[0]: connecting to 192.168.1.77:9998 worker
⭕ Socket[0]: connected
⭕ Socket[1]: connecting to 192.168.1.75:9998 worker
⭕ Socket[1]: connected
⭕ Socket[2]: connecting to 192.168.1.76:9998 worker
⭕ Socket[2]: connected
⭕ Network is initialized
🧠 CPU: neon fp16
💿 Loading weights...
💿 Loaded 12/32
💿 Loaded 13/32
💿 Loaded 14/32
💿 Loaded 15/32
💿 Loaded 16/32
💿 Loaded 17/32
💿 Loaded 18/32
💿 Loaded 19/32
💿 Loaded 20/32
💿 Loaded 21/32
💿 Loaded 22/32
💿 Loaded 23/32
💿 Loaded 24/32
💿 Loaded 25/32
💿 Loaded 26/32
💿 Loaded 27/32
💿 Loaded 28/32
💿 Loaded 29/32
💿 Loaded 30/32
💿 Loaded 31/32
💿 Loaded 32/32
💿 Weights loaded
🚁 Network is in non-blocking mode
Explain in exhaustive detail, step by step, how distributed tensor-parallel inference of a transformer works on a CPU cluster: weight sharding, all-reduce synchronisation, the KV-cache, and the memory-bandwidth limit on commodity hardware. Include worked numerical examples and keep elaborating at length.
🔷️ Eval 3737 ms Sync  433 ms | Sent 27648 kB Recv 38136 kB | (32 tokens)
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  inference
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  maybe
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  this
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  used
🔶 Pred  124 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  for
🔶 Pred  137 ms Sync   41 ms | Sent   864 kB Recv  1191 kB |  things
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  like
🔶 Pred  135 ms Sync   31 ms | Sent   864 kB Recv  1191 kB |  attention
🔶 Pred  121 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  scores
🔶 Pred  121 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Each
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  process
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  computes
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  its
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  own
🔶 Pred  126 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  attention
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  scores
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  121 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  then
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | -re
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | duce
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  combines
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  them
🔶 Pred  128 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  138 ms Sync   52 ms | Sent   864 kB Recv  1191 kB |  get
🔶 Pred  144 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  142 ms Sync   28 ms | Sent   864 kB Recv  1191 kB |  full
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  attention
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  scores
🔶 Pred  122 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  for
🔶 Pred  122 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  position
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | The
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  KV
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | -cache
🔶 Pred  123 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  another
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  term
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 've
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  come
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  across
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  135 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  124 ms Sync   61 ms | Sent   864 kB Recv  1191 kB |  think
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  it
🔶 Pred  136 ms Sync   26 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  cache
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  stores
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  key
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | -value
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  pairs
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  In
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  transformers
🔶 Pred  123 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  129 ms Sync   13 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  137 ms Sync   10 ms | Sent   864 kB Recv  1191 kB |  key
🔶 Pred  136 ms Sync   13 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  previous
🔶 Pred  126 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  tokens
🔶 Pred  137 ms Sync   37 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  166 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred  134 ms Sync   32 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  value
🔶 Pred  121 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  next
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  tokens
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  during
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  inference
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  as
🔶 Pred  125 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  process
🔶 Pred  124 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  token
🔶 Pred  123 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  136 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  141 ms Sync   37 ms | Sent   864 kB Recv  1191 kB |  can
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  look
🔶 Pred  132 ms Sync   31 ms | Sent   864 kB Recv  1191 kB |  up
🔶 Pred  124 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  KV
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  pairs
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  132 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  150 ms Sync   11 ms | Sent   864 kB Recv  1191 kB |  cache
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  speed
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  up
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  123 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  computation
🔶 Pred  123 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  124 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  But
🔶 Pred  123 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  distributed
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  setting
🔶 Pred  132 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  143 ms Sync   39 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  122 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  process
🔶 Pred  134 ms Sync   31 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  its
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  own
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  cache
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  123 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  when
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  process
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  needs
🔶 Pred  123 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  123 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  key
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  it
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  132 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  check
🔶 Pred  158 ms Sync   30 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  143 ms Sync   11 ms | Sent   864 kB Recv  1191 kB |  other
🔶 Pred  173 ms Sync   39 ms | Sent   864 kB Recv  1191 kB |  caches
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  123 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  find
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  it
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  which
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  could
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  be
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  slow
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  if
🔶 Pred  123 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  123 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  data
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  isn
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 't
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  distributed
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  properly
🔶 Pred  123 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | Lastly
🔶 Pred  135 ms Sync   33 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  143 ms Sync   40 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  123 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  memory
🔶 Pred  130 ms Sync   26 ms | Sent   864 kB Recv  1191 kB | -band
🔶 Pred  130 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | width
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  limit
🔶 Pred  124 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  124 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  know
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  on
🔶 Pred  124 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  CPUs
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  especially
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  commodity
🔶 Pred  144 ms Sync   13 ms | Sent   864 kB Recv  1191 kB |  ones
🔶 Pred  183 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  123 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  memory
🔶 Pred  131 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  bandwidth
🔶 Pred  138 ms Sync   49 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  limited
🔶 Pred  135 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  126 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  if
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  too
🔶 Pred  127 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  much
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  data
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  memory
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  at
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  once
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  it
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  can
🔶 Pred  124 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  slow
🔶 Pred  124 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  things
🔶 Pred  135 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  down
🔶 Pred  144 ms Sync   41 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  In
🔶 Pred  137 ms Sync   28 ms | Sent   864 kB Recv  1191 kB |  distributed
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  inference
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  process
🔶 Pred  132 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  might
🔶 Pred  147 ms Sync    9 ms | Sent   864 kB Recv  1191 kB |  be
🔶 Pred  127 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  holding
🔶 Pred  124 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  lot
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  data
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  so
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred  124 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  132 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  manage
🔶 Pred  149 ms Sync   32 ms | Sent   864 kB Recv  1191 kB |  how
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  much
🔶 Pred  131 ms Sync   28 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  128 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  process
🔶 Pred  125 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  holds
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  stay
🔶 Pred  127 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  within
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  memory
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  limits
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  Maybe
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  off
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | load
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  data
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  136 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  disk
🔶 Pred  151 ms Sync   34 ms | Sent   864 kB Recv  1191 kB |  or
🔶 Pred  166 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  other
🔶 Pred  172 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  processes
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  free
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  up
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  memory
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  126 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | Let
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  me
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  try
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  put
🔶 Pred  126 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  this
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  together
🔶 Pred  126 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  126 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  When
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred  132 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  145 ms Sync   50 ms | Sent   864 kB Recv  1191 kB |  transformer
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  model
🔶 Pred  137 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  want
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  do
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  inference
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  on
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  CPU
🔶 Pred  125 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  cluster
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  134 ms Sync   13 ms | Sent   864 kB Recv  1191 kB |  split
🔶 Pred  154 ms Sync   11 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  127 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  model
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  weights
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  across
🔶 Pred  133 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  147 ms Sync   37 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  126 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  CPUs
🔶 Pred  136 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  (
🔶 Pred  126 ms Sync   28 ms | Sent   864 kB Recv  1191 kB | weight
🔶 Pred  125 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  sh
🔶 Pred  126 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | arding
🔶 Pred  126 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ).
🔶 Pred  126 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  Each
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  CPU
🔶 Pred  126 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  130 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  part
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  126 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  weights
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Then
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  for
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  147 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  token
🔶 Pred  136 ms Sync   34 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  133 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  129 ms Sync   28 ms | Sent   864 kB Recv  1191 kB |  input
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  CPU
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  computes
🔶 Pred  144 ms Sync   11 ms | Sent   864 kB Recv  1191 kB |  its
🔶 Pred  144 ms Sync   12 ms | Sent   864 kB Recv  1191 kB |  own
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  attention
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  scores
🔶 Pred  126 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  using
🔶 Pred  127 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  its
