📄 AddBos: 255
📄 BosId: 128000 (<｜begin▁of▁sentence｜>)
📄 EosId: 128001 (<｜end▁of▁sentence｜>) 128001 (<｜end▁of▁sentence｜>) 
📄 RegularVocabSize: 128000
📄 SpecialVocabSize: 256
💡 Arch: Llama
💡 HiddenAct: Silu
💡 Dim: 4096
💡 HeadDim: 128
💡 QDim: 4096
💡 KvDim: 1024
💡 HiddenDim: 14336
💡 VocabSize: 128256
💡 nLayers: 32
💡 nHeads: 32
💡 nKvHeads: 8
💡 OrigSeqLen: 131072
💡 SeqLen: 8192
💡 NormEpsilon: 0.000010
💡 RopeType: Llama3.1
💡 RopeTheta: 500000
💡 RopeScaling: f=8.0, l=1.0, h=4.0, o=8192
📀 RequiredMemory: 3588 MB
⭕ Socket[0]: connecting to 192.168.1.77:9998 worker
⭕ Socket[0]: connected
⭕ Socket[1]: connecting to 192.168.1.75:9998 worker
⭕ Socket[1]: connected
⭕ Socket[2]: connecting to 192.168.1.76:9998 worker
⭕ Socket[2]: connected
⭕ Network is initialized
🧠 CPU: neon fp16
💿 Loading weights...
💿 Loaded 12/32
💿 Loaded 13/32
💿 Loaded 14/32
💿 Loaded 15/32
💿 Loaded 16/32
💿 Loaded 17/32
💿 Loaded 18/32
💿 Loaded 19/32
💿 Loaded 20/32
💿 Loaded 21/32
💿 Loaded 22/32
💿 Loaded 23/32
💿 Loaded 24/32
💿 Loaded 25/32
💿 Loaded 26/32
💿 Loaded 27/32
💿 Loaded 28/32
💿 Loaded 29/32
💿 Loaded 30/32
💿 Loaded 31/32
💿 Loaded 32/32
💿 Weights loaded
🚁 Network is in non-blocking mode
Five houses in a row, each a different color, owner nationality, drink, cigarette, and pet. Solve the full Einstein zebra puzzle step by step, stating every deduction and why, then give the final assignment table.
🔷️ Eval 2880 ms Sync  485 ms | Sent 27648 kB Recv 38136 kB | (32 tokens)

🔶 Pred  104 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | 10
🔶 Pred  104 ms Sync   26 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  104 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  The
🔶 Pred  104 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  owner
🔶 Pred  104 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  152 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  201 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  fifth
🔶 Pred  105 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  house
🔶 Pred  157 ms Sync   77 ms | Sent   864 kB Recv  1191 kB |  (
🔶 Pred  105 ms Sync   26 ms | Sent   864 kB Recv  1191 kB | purple
🔶 Pred  127 ms Sync   46 ms | Sent   864 kB Recv  1191 kB | )
🔶 Pred  104 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  does
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  not
🔶 Pred  104 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  smoke
🔶 Pred  104 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  105 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | Wait
🔶 Pred  104 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  104 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  but
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  now
🔶 Pred  105 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  105 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | 'm
🔶 Pred  105 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  adding
🔶 Pred  106 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  more
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  clues
🔶 Pred  105 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  than
🔶 Pred  106 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  needed
🔶 Pred  105 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  104 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  Maybe
🔶 Pred  106 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  it
🔶 Pred  105 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  144 ms Sync   38 ms | Sent   864 kB Recv  1191 kB |  better
🔶 Pred  124 ms Sync   61 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  104 ms Sync   28 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred  122 ms Sync   41 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  105 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  house
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  associated
🔶 Pred  106 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  with
🔶 Pred  105 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  one
🔶 Pred  105 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  clue
🔶 Pred  105 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  so
🔶 Pred  185 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  107 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  clues
🔶 Pred  105 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  linking
🔶 Pred  105 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  house
🔶 Pred  106 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  104 ms Sync   32 ms | Sent   864 kB Recv  1191 kB |  one
🔶 Pred  107 ms Sync   30 ms | Sent   864 kB Recv  1191 kB |  attribute
🔶 Pred  118 ms Sync   31 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  167 ms Sync   69 ms | Sent   864 kB Recv  1191 kB | Alternatively
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  114 ms Sync   68 ms | Sent   864 kB Recv  1191 kB |  perhaps
🔶 Pred  106 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  108 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  house
🔶 Pred  105 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  105 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  105 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  clue
🔶 Pred  105 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  about
🔶 Pred  105 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  one
🔶 Pred  106 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  attribute
🔶 Pred  104 ms Sync   28 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred  106 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  we
🔶 Pred  105 ms Sync   24 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred  104 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  105 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  ded
🔶 Pred  105 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | uce
🔶 Pred  106 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  104 ms Sync   40 ms | Sent   864 kB Recv  1191 kB |  rest
🔶 Pred  106 ms Sync   26 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  105 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | But
🔶 Pred  129 ms Sync  105 ms | Sent   864 kB Recv  1191 kB |  without
🔶 Pred  122 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  specific
🔶 Pred  155 ms Sync   58 ms | Sent   864 kB Recv  1191 kB |  clues
🔶 Pred  152 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  it
🔶 Pred  106 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  106 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  hard
🔶 Pred  106 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  proceed
🔶 Pred  106 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  105 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  106 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  perhaps
🔶 Pred  106 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  105 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  should
🔶 Pred  106 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  outline
🔶 Pred  105 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  106 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  general
🔶 Pred  105 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  method
🔶 Pred  105 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  104 ms Sync   26 ms | Sent   864 kB Recv  1191 kB |  solving
🔶 Pred  130 ms Sync   31 ms | Sent   864 kB Recv  1191 kB |  such
🔶 Pred  126 ms Sync  110 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  128 ms Sync   59 ms | Sent   864 kB Recv  1191 kB |  puzzle
🔶 Pred  109 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  107 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | Step
🔶 Pred  107 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  
🔶 Pred  106 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | 1
🔶 Pred  106 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | :
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  List
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  attributes
🔶 Pred  105 ms Sync   26 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred  106 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  possible
🔶 Pred  105 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  values
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  106 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | Ass
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | uming
🔶 Pred  105 ms Sync   24 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  150 ms Sync   24 ms | Sent   864 kB Recv  1191 kB |  attributes
🔶 Pred  160 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred  106 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  nationality
🔶 Pred  121 ms Sync   27 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  141 ms Sync   67 ms | Sent   864 kB Recv  1191 kB |  drink
🔶 Pred  106 ms Sync   30 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  122 ms Sync   64 ms | Sent   864 kB Recv  1191 kB |  smoke
🔶 Pred  118 ms Sync   30 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  pet
🔶 Pred  105 ms Sync   24 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  106 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | Each
🔶 Pred  106 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  106 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  112 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  distinct
🔶 Pred  108 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  options
🔶 Pred  107 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  107 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | So
🔶 Pred  106 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  national
🔶 Pred  107 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | ities
🔶 Pred  106 ms Sync   25 ms | Sent   864 kB Recv  1191 kB | :
🔶 Pred  108 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  
🔶 Pred  106 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 1
🔶 Pred  107 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  105 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | 2
🔶 Pred  124 ms Sync   47 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  127 ms Sync   71 ms | Sent   864 kB Recv  1191 kB | 3
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  130 ms Sync   44 ms | Sent   864 kB Recv  1191 kB | 4
🔶 Pred  107 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | 5
🔶 Pred  109 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  107 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | Dr
🔶 Pred  106 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | inks
🔶 Pred  107 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | :
🔶 Pred  106 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  
🔶 Pred  180 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | 1
🔶 Pred  109 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | 2
🔶 Pred  105 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | 3
🔶 Pred  106 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   26 ms | Sent   864 kB Recv  1191 kB | 4
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  109 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | 5
🔶 Pred  109 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  106 ms Sync   37 ms | Sent   864 kB Recv  1191 kB | Sm
🔶 Pred  172 ms Sync   74 ms | Sent   864 kB Recv  1191 kB | okes
🔶 Pred  117 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | :
🔶 Pred  107 ms Sync   52 ms | Sent   864 kB Recv  1191 kB |  Yes
🔶 Pred  124 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | /
🔶 Pred  106 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | No
🔶 Pred  106 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  for
🔶 Pred  106 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  106 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  106 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | Pets
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | :
🔶 Pred  107 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  
🔶 Pred  106 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | 1
🔶 Pred  106 ms Sync   24 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   26 ms | Sent   864 kB Recv  1191 kB | 2
🔶 Pred  108 ms Sync   39 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 3
🔶 Pred  106 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | 4
🔶 Pred  106 ms Sync   53 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | 5
🔶 Pred  106 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  139 ms Sync   41 ms | Sent   864 kB Recv  1191 kB | Wait
🔶 Pred  128 ms Sync   51 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  but
🔶 Pred  187 ms Sync   66 ms | Sent   864 kB Recv  1191 kB |  smoke
🔶 Pred  108 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  109 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  binary
🔶 Pred  107 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | :
🔶 Pred  107 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  Yes
🔶 Pred  106 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  or
🔶 Pred  107 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  No
🔶 Pred  107 ms Sync   51 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  123 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  107 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  106 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  only
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  two
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  options
🔶 Pred  107 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  107 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  But
🔶 Pred  107 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  since
🔶 Pred  106 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  we
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred  106 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  172 ms Sync   65 ms | Sent   864 kB Recv  1191 kB |  owners
🔶 Pred  106 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  127 ms Sync   48 ms | Sent   864 kB Recv  1191 kB |  we
🔶 Pred  107 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  need
🔶 Pred  106 ms Sync   42 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  107 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  unique
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  smoke
🔶 Pred  107 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  statuses
🔶 Pred  106 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  108 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  That
🔶 Pred  108 ms Sync   26 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  109 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  impossible
🔶 Pred  108 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  because
🔶 Pred  106 ms Sync   35 ms | Sent   864 kB Recv  1191 kB |  there
🔶 Pred  107 ms Sync   38 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred  108 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  only
🔶 Pred  107 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  two
🔶 Pred  143 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  options
🔶 Pred  145 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  108 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  124 ms Sync   73 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  137 ms Sync   59 ms | Sent   864 kB Recv  1191 kB |  perhaps
🔶 Pred  108 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  "
🔶 Pred  121 ms Sync   51 ms | Sent   864 kB Recv  1191 kB | sm
🔶 Pred  107 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | oke
🔶 Pred  107 ms Sync   30 ms | Sent   864 kB Recv  1191 kB | "
🔶 Pred  107 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  107 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  not
🔶 Pred  108 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  binary
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  but
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  107 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  107 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  types
🔶 Pred  108 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   48 ms | Sent   864 kB Recv  1191 kB |  like
🔶 Pred  108 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  types
🔶 Pred  106 ms Sync   26 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  108 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  cigarettes
🔶 Pred  107 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  107 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  161 ms Sync   52 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  131 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  owner
🔶 Pred  126 ms Sync   58 ms | Sent   864 kB Recv  1191 kB |  sm
🔶 Pred  108 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | okes
🔶 Pred  107 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  107 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  107 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  type
🔶 Pred  107 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  so
🔶 Pred  107 ms Sync   24 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  155 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  types
🔶 Pred  143 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  108 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | Similarly
🔶 Pred  108 ms Sync   51 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  109 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  pets
🔶 Pred  108 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred  109 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  108 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  types
🔶 Pred  124 ms Sync   44 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  108 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | Dr
🔶 Pred  193 ms Sync   72 ms | Sent   864 kB Recv  1191 kB | inks
🔶 Pred  109 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | :
🔶 Pred  133 ms Sync   31 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  110 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  108 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  types
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | National
🔶 Pred  108 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | ities
🔶 Pred  108 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | :
🔶 Pred  107 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  108 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  107 ms Sync   24 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  108 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | So
🔶 Pred  108 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  108 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  108 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  attribute
🔶 Pred  107 ms Sync   50 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  110 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  108 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  distinct
🔶 Pred  109 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  options
🔶 Pred  108 ms Sync   25 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  122 ms Sync   37 ms | Sent   864 kB Recv  1191 kB | Therefore
🔶 Pred  128 ms Sync   99 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  107 ms Sync   37 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  185 ms Sync   37 ms | Sent   864 kB Recv  1191 kB |  attribute
🔶 Pred  108 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  108 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  assigned
🔶 Pred  108 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  exactly
🔶 Pred  107 ms Sync   30 ms | Sent   864 kB Recv  1191 kB |  once
🔶 Pred  108 ms Sync   39 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  108 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  108 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  owner
🔶 Pred  109 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  108 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | So
🔶 Pred  112 ms Sync   20 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  112 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  110 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  puzzle
🔶 Pred  108 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  109 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  108 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  assign
🔶 Pred  109 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  108 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  owner
